Form Set,Headwords,Class,Person,Number,Case,Type,Form,Footnote
10,"hIc,haec,hOc",demonstrative,,plural,ablative,,,
10,"hIc,haec,hOc",demonstrative,,plural,vocative,regular,,
10,"hIc,haec,hOc",demonstrative,,plural,nominative,regular,haec,
10,"hIc,haec,hOc",demonstrative,,plural,genitive,regular,hOrum,
10,"hIc,haec,hOc",demonstrative,,plural,dative,,,
10,"hIc,haec,hOc",demonstrative,,plural,accusative,regular,haec,
10,"hIc,haec,hOc",demonstrative,,plural,ablative,,,
10,"hIc,haec,hOc",demonstrative,,plural,vocative,regular,,
11,,relative,,singular,nominative,regular,quI,
11,,relative,,singular,genitive,regular,cuius,
11,,relative,,singular,genitive,irregular,quoius,3
11,,relative,,singular,dative,regular,cui,
11,,relative,,singular,dative,irregular,quoius,3
11,,relative,,singular,accusative,regular,quem,
11,,relative,,singular,ablative,regular,quO,
11,,relative,,singular,vocative,regular,,
11,,relative,,singular,nominative,regular,qua,
11,,relative,,singular,nominative,irregular,quae,
11,,relative,,singular,genitive,,,
11,,relative,,singular,dative,,,
11,,relative,,singular,accusative,regular,quam,
11,,relative,,singular,ablative,regular,quA,
11,,relative,,singular,vocative,regular,,
11,,relative,,singular,nominative,regular,quod,
11,,relative,,singular,genitive,,,
11,,relative,,singular,dative,,,
11,,relative,,singular,accusative,regular,quod,
11,,relative,,singular,ablative,regular,quO,
11,,relative,,singular,vocative,regular,,
11,,relative,,plural,nominative,regular,quI,
11,,relative,,plural,nominative,regular,quEs,3
11,,relative,,plural,genitive,regular,quOrum,
11,,relative,,plural,dative,regular,quibus,
11,,relative,,plural,dative,irregular,quIs,
11,,relative,,plural,accusative,regular,quOs,
11,,relative,,plural,ablative,regular,quibus,
11,,relative,,plural,ablative,irregular,quIs,
11,,relative,,plural,vocative,regular,,
11,,relative,,plural,nominative,regular,quae,
11,,relative,,plural,genitive,regular,quArum,
11,,relative,,plural,dative,,,
11,,relative,,plural,accusative,regular,quAs,
11,,relative,,plural,ablative,,,
11,,relative,,plural,vocative,regular,,
11,,relative,,plural,nominative,regular,quae,
11,,relative,,plural,genitive,regular,quorum,
11,,relative,,plural,dative,,,
11,,relative,,plural,accusative,regular,quae,
11,,relative,,plural,ablative,,,
11,,relative,,plural,vocative,regular,,
12,,interrogative,,singular,nominative,regular,quis,
12,,interrogative,,singular,genitive,regular,cuius,
12,,interrogative,,singular,dative,regular,cui,
12,,interrogative,,singular,accusative,regular,quem,
12,,interrogative,,singular,ablative,regular,quO,
12,,interrogative,,singular,vocative,regular,,
12,,interrogative,,singular,nominative,regular,quis,
12,,interrogative,,singular,genitive,regular,cuius,
12,,interrogative,,singular,dative,regular,cui,
12,,interrogative,,singular,accusative,regular,quem,
12,,interrogative,,singular,ablative,regular,quO,
12,,interrogative,,singular,vocative,regular,,
12,,interrogative,,singular,nominative,regular,quid,
12,,interrogative,,singular,genitive,,,
12,,interrogative,,singular,dative,,,
12,,interrogative,,singular,accusative,regular,quid,
12,,interrogative,,singular,ablative,regular,quO,
12,,interrogative,,singular,vocative,regular,,
12,,interrogative,,plural,nominative,regular,quI,
12,,interrogative,,plural,nominative,regular,quEs,3
12,,interrogative,,plural,genitive,regular,quOrum,
12,,interrogative,,plural,dative,regular,quibus,
12,,interrogative,,plural,dative,irregular,quIs,
12,,interrogative,,plural,accusative,regular,quOs,
12,,interrogative,,plural,ablative,regular,quibus,
12,,interrogative,,plural,ablative,irregular,quIs,
12,,interrogative,,plural,vocative,regular,,
12,,interrogative,,plural,nominative,regular,quae,
12,,interrogative,,plural,genitive,regular,quArum,
12,,interrogative,,plural,dative,,,
12,,interrogative,,plural,accusative,regular,quAs,
12,,interrogative,,plural,ablative,,,
12,,interrogative,,plural,vocative,regular,,
12,,interrogative,,plural,nominative,regular,quae,
12,,interrogative,,plural,genitive,regular,quorum,
12,,interrogative,,plural,dative,,,
12,,interrogative,,plural,accusative,regular,quae,
12,,interrogative,,plural,ablative,,,
12,,interrogative,,plural,vocative,regular,,
